刘遵,梁书,《 梁书 · 刘遵 传 》 ： “ 大同 元年 ， 卒 官 。,NAN
罗松,罗成,使用者 罗成 侄子 罗焕 ， 罗松 之子 ， 出现 作品 《 隋唐演义 》 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
李瀚章,李鸿章,"曾文正公 家书 出版 信息 : 作者 ： （ 清 ） 曾国藩 著 , （ 清 ） 李瀚章 编撰 , （ 清 ） 李鸿章 校刊",人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
张崇基,张崇德,第 12 届 （ 1993 年 ） : 金奖 张崇基 张崇德 银奖 李美林 （ 李玟 ） 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
李瀚章,李鸿章,⑥ 李瀚章 （ 李鸿章 长兄 ） （ 1821 年 - 1899 年 ） 1889 年 8 月 8 日 - 1895 年 4 月 13 日任 两广总督,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
方如沁,方兰生,方如沁 和 孙月言 这边 正 担心 方兰生 ， 就 见 欧阳少恭 带 着 假巽芳 和 方兰生 回来 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
汤镇宗,汤镇业,2011 年 10 月 10 日 ， 何晟铭 与 汤镇宗 、 汤镇业 等到 江西 新建县 联 圩镇 的 大 圩 小学 ， 为 学生 们 捐资助学 ， 献爱心 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
方如沁,方兰生,而 方兰生 钟情 于小 狐狸 襄铃 ， 却 因 襄铃 对 屠苏 的 一片痴心 和 二姐 方如沁 的 百般阻挠 变得 前路 未卜 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
钱学渠,钱学森,钱学渠 ， 他 是 钱学森 的 堂弟 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
武敦儒,武修文,靖 、 蓉 为 寻找 黄药师 ， 巧遇 武三通 之子 武敦儒 、 武修文 ， 杨康之 子 杨过 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
刘星,夏雨,夏雨 把 半杯 牛奶 倒进 了 刘星 的 足球鞋 ， 刘星 回来 说 他 穿 了 那 有 牛奶 味 的 足球鞋 ， 把 自己 当成 了 贝克汉姆 ， 一人 独进 三球 ， 大胜 对方 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
蒋壹,蒋休,蒋壹 死后 无子 ， 弟 蒋休 领兵 ， 后 有罪 被 免职 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
张苞,张绍,子女 张苞 张绍 大张 氏 小张 氏,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
罗松,罗成,隋唐 时期 罗艺 之孙 （ 祖母 姜桂芝 ） ， 罗松 之子 ， 罗成 的 侄子 ， 死 于 薛丁山 征西 ， 儿子 罗平 ， 女儿 罗盈 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
梁麟,梁钟铭,1980 年底 ， 梁钟铭 和 其 大哥 梁麟 一起 到 东莞 从事 加工 生产 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
严贡生,严监生,"《 严监生 和 严贡生 》 ： “ 知县 准 了 状子 , 发房 出 了 差 来到 严家 。 ”",人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
柳承莞,柳承范,柳承范 会 出现 在 主演 名单 里 当然 不需 讶异 ， 作为 导演 的 兄弟 ， 他 已 是 柳承莞 作品 的 固定 班底 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
陈宇风,陈熙锋,出生 在 高雄 ， 家里 有 四兄弟 — — 大哥 、 二哥 ， 陈熙锋 和 陈宇风 则 是 双胞胎 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
陈澄,陈清,陈清 六十四岁 才 得 一女 ， 取名 陈一 称金 ， 年方 八岁 ； 陈澄 五十多岁 得 一 男孩 ， 取名 陈关保 ， 年 才 七岁 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
贾元春,贾宝玉,就 连 贾元春 一手 抚养 的 亲 弟弟 贾宝玉 ， 一个 未成年 的 孩子 ， 贾元春 没有 传命 ， 他 也 只能 站 在 室外 ， 所谓 “ 无谕 ， 外 男 不敢 擅入 ” 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
周志文,周志康,（ 林峰 、 徐子珊 、 林欣彤 携 胡鸿钧 、 周志文 、 周志康 、 谢东闵 倾力 演出 ） 周志文 节目主持 : 2011 年 ： 《 西湖 》,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
李瀚章,李鸿章,李瀚章 （ 公元 1821 - 1899 年 ） ， 肥东县 磨店 人 ， 李鸿章 长兄 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
南宫敬叔,孟懿子,师事 出处 : 1 、 《 左传 · 昭公 七年 》 ： “ 故 孟懿子 与 南宫敬叔 师事 仲尼 。 ”,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
周志文,周志康,周志康 ， 香港 男歌手 及 演员 ， 祖籍 广东 连平 ， 与 孪生 哥哥 周志文 都 是 第一届 《 超级 巨声 》 参赛者 之一 ， 现为 无线电视 经理人 合约 男 艺员 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
方如沁,方兰生,方如沁 ， 女 ， 23 岁 ， 是 国产 RPG 游戏 《 古剑 奇谭 ： 琴心 剑魄 今何在 》 中 的 配角 ， 方兰生 的 二姐 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
李瀚章,李鸿章,李鸿章 扶植 米市 是 事实 ， 但 具体 操作者 是 张樵 野 （ 张荫桓 ） ， 同治 年间 他 就 结识 了 广东 督粮道 李瀚章 （ 鸿章 之兄 ） 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/弟弟
李梅儿,上官兰心,封 上官兰心 为 静贤妃 ， 封 金碧瑶 为 英德 妃 ， 李梅儿 为 李选侍 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
吕素,吕雉,秦美人 吕素 : 吕素 是 吕雉 的 妹妹 ， 温柔 美丽 、 品性 善良 ， 与 姐姐 吕雉 完全 不同 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
张子静,张爱玲,张子静 去 的 那天 ， 姑姑 上班 去 了 ， 张爱玲 也 不 在家 ， 家中 只有 母子 二人 ， 家里 安安静静 的 ， 原该 有 一个 柔情 涌动 的 气场 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
西门雁,西门云,西门雁 到 咸阳 寻找 她 的 孪生 姐姐 西门云 ， 可 没想到 ， 被 册封 为 美人 的 姐姐 仅仅 因为 没有 按时 叫醒 秦始皇 就 被 赐死 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
和政公主,宁国公主,和政公主 亲自 煮饭 ， 端 给 宁国公主 吃 ， 宁国公主 渐渐 恢复 了 体力 ， 如果 不是 和政公主 照料 ， 宁国公主 恐怕 早就 死 了 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
张瑶萱,张瑶华,现时 二人 育有 两个 女儿 ， 大 女儿 张瑶华 ， 小女儿 张瑶萱 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
尹澄,尹夏沫,尹夏沫 演艺 经历 : 与 尹澄 和 洛熙 参加 超级 巨星 ， 唱 《 黑猫 与 牛奶 》 彩虹 广场 上 唱 《 钻石 》,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
裴元庆,裴翠云,隋末 ， 程咬金 聚义 瓦岗寨 ， 为 收服 小将 裴元庆 ， 在 军师 徐茂 公的 巧计 安排 下 ， 程咬金 充 良医 骗 笔迹 ， 诓 裴翠云 上山 成亲 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
赵合德,赵飞燕,四 、 两个 女人 ： 赵飞燕 与 赵合德,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
赵合德,赵飞燕,燕赤凤 野史 : 赵飞燕 做 了 皇后 ， 成帝 对 她 的 宠爱 却 渐渐 衰减 ， 而 其 妹妹 赵合德 则 受到 成帝 的 备加 宠爱 ， 被 封为 昭仪 ， 住 在 昭阳 宫中 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
赵合德,赵飞燕,在 这样 的 理论指导 下 ， 他 长期 与 外戚 集团 王氏 对立 ， 也 曾 进言 阻止 赵飞燕 、 赵合德 姐妹 晋封 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
尤二姐,尤氏,尤三姐 : 尤三姐 ， 十二 副钗 之一 ， 尤氏 继母 带来 的 女儿 ， 尤二姐 的 妹妹 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
欧阳娣娣,欧阳妮妮,2013 / 04 / 20 动力火车 、 欧阳龙 、 傅娟 、 欧阳娜娜 、 欧阳妮妮 、 欧阳娣娣 、 澎 恰恰 、 王予柔,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
李德亭,李德宁,子女 ： 两个 女儿 （ 李德宁 、 李德亭 ）,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
牧野枣,牧野遥,牧野遥 相关 人物 : 妹妹 们 ： 牧野枣 、 牧野晶 、 牧野冬,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
邢德全,邢夫人,《 红楼梦 》 第七 五 回 ： “ 近日 邢夫人 的 胞弟 邢德全 也 酷好 如此 ， 所以 也 在 其中 。 ”,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
陆无双,程英,那 【 程英 姑娘 】 ， 陆无双 姑娘 ， 也 都 是 【 品貌双全 】 、 重情 笃义 之 人 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
陆无双,程英,程英 及 陆无双 心系 杨过 ， 流露 情意 ， 郭芙因 前事 对 陆无双 怒气 郁积 已 久 ， 忍不住 出言 讥嘲 ， 被 黄蓉 喝止 才 作罢 ， 郭 芙 与 众人 回 襄阳 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
陆无双,程英,两口 只 相差 半载 年纪 ， 可是 程英 【 秀雅 文静 】 ， 陆无双 却是 十分 的 活泼 ， 两个 儿 性格 截然不同 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
凌音,凌波,当 凌波 助 龙溟 盗鼎 一事 发生 后 ， 凌音 对 姐姐 的 行为 百思不解 ， 把 她 的 事 都 藏 在 心里 面 ， 不再 对人 提起 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
陆无双,程英,义妹 ： 陆无双 、 程英,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
赵合德,赵飞燕,赵飞燕 的 父亲 叫 冯 万金 ， 做 江都 王府 里 的 舍人 ， 与 江都王 的 孙女 姑苏 郡主 私通 ， 生下 了 赵飞燕 和 赵合德 两个 孪生姐妹 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
陆无双,程英,表妹 ： 陆无双 程英,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
文姜,宣姜,堂姐妹 ： 宣姜 、 文姜,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
陆无双,程英,杨过 为何 爱 小龙女 不爱 郭襄 、 郭 芙 、 程英 、 陆无双 、 公孙绿萼 、 耶律燕 ？,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
赵合德,赵飞燕,六月 ， 封 赵飞燕 为 皇后 ， 封 赵合德 为昭仪 ， 大赦天下 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
吕素,吕雉,吕素 : 吕素 是 吕雉 的 妹妹 ， 温柔 美丽 、 品性 善良 ， 与 姐姐 吕雉 完全 不同 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
赵合德,赵飞燕,红颜 祸水 — — 汉成帝 刘骜 皇后 赵飞燕 、 赵合德 姐妹,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
李梅儿,上官兰心,李梅儿 《 美人计 》 : 明光宗 朱常洛 即位 后 ， 他 梦想 与 深爱 的 妻子 上官兰心 双宿双飞 ， 白头到老 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
凌音,凌波,凌音 找 凌波 ， 告诉 她 自己 是 第一次 代表 师门 出席 武林 盛事 ， 有些 紧张 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/姐姐
皮皮鲁,鲁西西,郑渊洁 被誉为 童话 大王 ， 他 创作 的 童话 人物 皮皮鲁 、 鲁西西 、 舒克和贝塔 成为 亿万 小 读者 心中 的 明生 ， 影响 了 几代人 的 成长 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
赵飞燕,赵合德,小聪明 害死 人 — — 赵飞燕 赵合德 姐妹,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
孙莹莹,孙芸芸,孙莹莹 个人 生活 : 孙莹莹 ， 父亲 为 太平洋 电线电缆 集团 前 董事长 孙道存 ， 母亲 是 元 大 证券 副董事长 何念慈 ， 名媛 孙芸芸 的 姐姐 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
孟凡,孟芙,姐妹花 孟凡 和 孟芙 深陷 其中 ， 幸亏 太监 小马 子 的 暗中帮助 才 逃过 劫难 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
皮皮鲁,鲁西西,皮皮鲁 、 鲁西西 、 大灰狼 罗克 、 舒克和贝塔 是 他 笔下 的 人物 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
皮皮鲁,鲁西西,皮皮鲁 和 鲁西西 剧集 评价 : “ 这部 剧 最 吸引 我 的 是 从小 培养 善良 、 友爱 、 勇敢 、 诚实 等 优秀品质 的 正 能量 。 ”,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
曾江,林翠,秦剑 一生 有 许多 弟子 ， 楚原 、 林翠 、 龙刚 、 谢贤 、 嘉玲 、 南红 、 江雪 、 曾江 、 姜中平 、 王伟 、 陈齐颂 、 胡燕妮 等,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
皮皮鲁,鲁西西,皮皮鲁 生日 纪念 : 皮皮鲁 和 鲁西西 30 岁 生日 庆典 ( 17 张 ),人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
皮皮鲁,鲁西西,3 月 ， 阔别 歌坛 7 年 的 阿雅 推出 单曲 《 皮皮鲁 和 鲁西西 》 ， 同年 携 自传 《 变形 纪之找 自己 》 于 6 月 发行 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
孙少安,孙兰香,孙玉厚 在 路遥 的 《 平凡 的 世界 》 里 是 一个 伟大 的 父亲 ， 有 孙少安 、 孙少平 、 孙 兰花 和 孙兰香 四个 优秀 的 子女 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
章子男,章子怡,另有 朋友圈 消息 称 ， 章子怡 哥哥 章子男 ， 不满 汪峰 向 章子怡 求婚 的 举动 ， 认为 汪峰 配不上 自己 妹妹 ， 对 婚事 有所 不满 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
邵素雯,邵素云,黄美珍 年长 邵逸夫 5 岁 ， 婚后 两人育 有 两子 两女 ， 长子 邵维铭 、 次女 邵素雯 、 三女 邵素云 及 邵维钟 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
杨诺思,杨永晴,2008 年 4 月 杨永晴 堂姐 杨诺思 透露 陈冠希 与 杨永晴 感情 未 变 ， 未有 分手 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
贾珍,贾惜春,3 . 贾敬 生 贾珍 ( 长子 ) 、 贾惜春 ( 长女 ) ；,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
和硕温恪公主,和硕敦恪公主,十三 爷党 胞妹 : 十三 公主 和硕温恪公主 （ 1687 年 ~ 1709 年 ） 和 十五 公主 和硕敦恪公主 （ 1691 年 ~ 1709 年 ） 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
贾珍,贾惜春,贾惜春 — — 金陵 十二钗 之八 ， 宁国府 贾珍 的 妹妹 ， 贾府 四 小姐 ， 爱好 绘画 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
程英,陆无双,杨过 在 告别 陆无双 与 程英 后于 山岭 间 信步而行 时 无意 中 遇到 了 金轮法王 师徒 一行 ， 在 帮 其 疗伤 后 杨过 要求 国师 帮 自己 报仇 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
皮皮鲁,鲁西西,郑渊洁 — — 舒克 与 贝塔 历险记 ， 皮皮鲁 系列 ， 鲁西西 系列 等,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
皮皮鲁,鲁西西,其 笔下 人物 皮皮鲁 、 鲁西西 、 舒克和贝塔 、 大灰狼 罗克 家喻户晓 ， 整整 影响 了 两代 人 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
骆赢,骆羽,女双 ： 骆赢 / 骆羽 邓羽婷 / 包宜鑫,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
赵飞燕,赵合德,二赵 释义 : “ 二赵 ” 是 中国 西汉时期 著名 的 美女 赵飞燕 、 赵合德 的 合称 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
楚寒镜,楚碧痕,神农 与 伏羲 相争 ， 神农 离开 炎帝 神农 洞 前往 人间 ， 梭罗树 仙 楚寒镜 和 楚碧痕 、 熔岩 兽王 等 留于 洞 内 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
尤二姐,尤三姐,尤三姐 : 尤三姐 ， 十二 副钗 之一 ， 尤氏 继母 带来 的 女儿 ， 尤二姐 的 妹妹 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
皮皮鲁,鲁西西,每 扇门 里 都 有着 惊险 的 故事 ， 大家 和 皮皮鲁 、 鲁西西 一起 到 这 四扇 门里 去 探险 吧 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
李思,李念,牵手 成功 : 著名 女演员 李念 的 亲生 哥哥 李思 于 2014 年 7 月 28 日晚 登上 《 非诚 勿扰 》 ， 专 为 台上 的 13 号 女生 李璐 而 来 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
赵飞燕,赵合德,得宠 的 是 赵合德 ， 从小 与 赵飞燕 一起 长大 ， 对 姐姐 十分 尊敬 ， 在 成帝 面前 为 她 百般 回护 ， 因而 飞燕 的 地位 并未 因 皇帝 移宠 而 动摇 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
李思,李念,李璐 牵手 成功 : 著名 女演员 李念 的 亲生 哥哥 李思 于 2013 年 7 月 28 日晚 登上 《 非诚 勿扰 》 ， 专 为 台上 的 13 号 女生 李璐 而 来 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
曾江,林翠,父亲 为 港台 影坛 武打 巨星 王羽 ， 母亲 为 有 「 学生 情人 」 封号 的 已故 女星 林翠 ， 舅父 为 著名演员 曾江 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
马冬晗,马冬昕,清华 学霸 “ 姐妹花 ” 马冬晗 与 马冬昕,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
张楚儿,张信儿,2013 年 12 月 14 日 ， 蔡少芬 ( Ada ) 与 老公 张晋 和 两位 小 公主 张楚儿 、 张信儿 一家 四口 ， 为 自己 的 童装 品牌 新店 出席 开幕礼 。,人物关系/亲属关系/血亲/自然血亲/兄弟姐妹/妹妹
丁英,李双江,丁英 个人简介 : 丁英 ， 舞蹈演员 ， 李双江 前妻 ， 曾经 是 位 非常 出色 的 舞蹈演员 ， 育有 一子 取名为 李贺 。,人物关系/亲属关系/配偶/丈夫/前夫
许婧,陈赫,而 在 6 月 2 日晚 ， 陈赫 本人 发布 微博 打破 传言 ， 据悉 ， 陈赫 只是 求婚 ， 暂时 没有 领证 ， 但 许婧 应 会 同意 。,人物关系/亲属关系/配偶/丈夫/前夫
梁静慈,甄子丹,住院 期间 ， 梁静慈 几乎 寸步不离 ， 但 甄子丹 似乎 无动于衷 ， 没 去 探望 ， 反倒 跑 去 潜水 。,人物关系/亲属关系/配偶/丈夫/前夫
金友庄,高凌风,高凌风 因 血癌 病逝 享年 63 岁 ( 图 ) 金友庄 离缘 一事 : 1994 年 4 月经 由 友人 介绍 ， 与 高 重逢 ， 进而 相恋 ； 翌年 8 月 28 日 两人 结婚 。,人物关系/亲属关系/配偶/丈夫/前夫
金友庄,高凌风,金友庄 个人 生活 : 金友庄 婚姻生活 : 金友庄 透过 好友 林兰芷 介绍 ， 认识 了 比 自己 大 19 岁 的 高凌风 ， 1995 年 8 月 28 日 结婚 。,人物关系/亲属关系/配偶/丈夫/前夫
金友庄,高凌风,"2010 年 绝对 不 跟 你 跨 年 来宾 ： 高凌风 , 金友庄 , 麦 可 , 况明洁 , 艾力克斯 , 李咏娴",人物关系/亲属关系/配偶/丈夫/前夫
张洁,周立波,张洁 ： 请问 周立波 ， 我 是 1993 年 到 日本 ， 1994 年 就 一直 在 日本 工作 ， 在 日本 “ 丸 大 食品 ” 公司 和 “ 房屋 置业 公司 ” 做工 。,人物关系/亲属关系/配偶/丈夫/前夫
张洁,周立波,由于 张母 喜欢 上海 地方戏 ， “ 张洁 ” 也 和 周立波 有 了 一些 接触 。,人物关系/亲属关系/配偶/丈夫/前夫
丁英,李双江,1 个人简介 : 丁英 ， 舞蹈演员 ， 李双江 前妻 ， 曾经 是 位 非常 出色 的 舞蹈演员 ， 育有 一子 取名为 李贺 。,人物关系/亲属关系/配偶/丈夫/前夫
金友庄,高凌风,高凌风 、 金友庄,人物关系/亲属关系/配偶/丈夫/前夫
施南生,徐克,好多 前辈 施南生 、 黄斌 ， 多谢 徐克 （ 我入行 就 跟着 他 ） ， 多谢 刘伟强 麦兆辉 给 我 好多 机会 ， 感激 尔冬升 （ 这部 戏 的 监制 ） 。 ”,人物关系/亲属关系/配偶/丈夫/前夫
江欣燕,吴积逊,江欣燕 （ ElvinaKong ， 1967 年 7 月 6 日 － ） ， 香港 无线电视 演员 及 歌手 ， 已婚 ， 丈夫 是 吴积逊 ， 出 生于 香港 。,人物关系/亲属关系/配偶/丈夫/前夫
金友庄,高凌风,高凌风 . 金友庄,人物关系/亲属关系/配偶/丈夫/前夫
张洁,周立波,当 张洁 觉察 周立波 有所 异常 ， 并 对 其 进行 劝说 劝告 ， 周立波 非但 没有 回头 的 意思 ， 反而 不断 提出 离婚 ， 并 单方面 搬离 两人 之前 场所 。,人物关系/亲属关系/配偶/丈夫/前夫
施南生,徐克,施南生 最早 知道 徐克 ， 还是 在 “ 发小 ” 张培 薇 的 信中 。,人物关系/亲属关系/配偶/丈夫/前夫
何超琼,许晋亨,许晋亨 先生 = = 何超琼 女士 （ 离婚 ） 、 李嘉欣 女士,人物关系/亲属关系/配偶/丈夫/前夫
谢依纯,马国毕,"2011.09 . 22 明星 夫妻 合体 舞蹈 比赛 ( 下 ) 来宾 ： 沈玉琳 芽芽 , 黄镫辉 萁 萁 , 马国毕 谢依纯 , 艾力克斯 李咏娴 , Kimiko",人物关系/亲属关系/配偶/丈夫/前夫
施南生,徐克,每年 年三十 除夕 ， 我们 都 是 跟 一众 友好 如 陈百强 、 徐克 、 施南生 夫妇 等 在 希尔顿酒店 共度 的 。,人物关系/亲属关系/配偶/丈夫/前夫
金友庄,高凌风,20090127 来宾 ： 侯昌明 、 高凌风 、 小亮 哥 、 曾雅兰 、 金友庄 、 林姿佑,人物关系/亲属关系/配偶/丈夫/前夫
许婧,陈赫,9 月 16 日 七点 左右 ， 陈赫 和 许婧 出现 在 上海浦东 机场 准备 启程 到 泰国 普吉岛 筹备 自己 的 梦幻 海滩 婚礼 。,人物关系/亲属关系/配偶/丈夫/前夫
张洁,周立波,张洁 ： 周立波 ， 我 居住 的 房子 是 我 香港 妹妹 的 房产 ， 是 我 香港 妹妹 汇款 到 上海 妹妹 的 账户 上 然后 购买 的 。,人物关系/亲属关系/配偶/丈夫/前夫
张洁,周立波,之后 ， 周立波 来到 日本 ， 要求 与 “ 张洁 ” 结婚 。,人物关系/亲属关系/配偶/丈夫/前夫
江欣燕,吴积逊,吴积逊 人物 介绍 : 江欣燕 与 吴积逊 结束 九年 爱情长跑 ， 2001 年 7 月 4 日 双双 步入 教 教堂 ， 踏进 人生 另 一个 阶段 。,人物关系/亲属关系/配偶/丈夫/前夫
许婧,陈赫,真爱 在 囧 途 参与 嘉宾 : 陈赫 、 许婧 夫妻,人物关系/亲属关系/配偶/丈夫/前夫
张洁,周立波,周立波 ： 房子 是 我 买 的 ， 但是 户主 写 的 是 张洁 妹妹 的 名字 ， 房子 的 按揭 款 也 是 我 直接 打到 卡 上去 的 … …,人物关系/亲属关系/配偶/丈夫/前夫
江欣燕,吴积逊,曾 与 张卫健 交往 ， 后 与 吴积逊 结婚 ， 婚后 江欣燕 就 退出 了 娱乐圈 。,人物关系/亲属关系/配偶/丈夫/前夫
张洁,周立波,张洁 透露 ， 2008 年 8 月 1 日 ， 周立波 同 上海 长江 商学院 的 一群 朋友 去 张家界 旅游 ， 认识 了 一位 叫 胡洁 的 女士 。,人物关系/亲属关系/配偶/丈夫/前夫
何超琼,许晋亨,1991 年 ， 何超琼 嫁给 许晋亨 ， 婚宴 连续 摆 了 三天 ， 费用 高达 2000 万港元 ， 被 媒体 形容 为 “ 世纪 童话 式 婚宴 ” 。,人物关系/亲属关系/配偶/丈夫/前夫
许婧,陈赫,2015 年 1 月 27 日晚 23 : 24 ， 陈赫 微博 发布 与 前妻 许婧 的 离婚 协议 。,人物关系/亲属关系/配偶/丈夫/前夫
张洁,周立波,周立波 个人 生活 : 1990 年 ， 周立波 爱上 了 比 自己 大 6 岁 的 女子 张洁 。,人物关系/亲属关系/配偶/丈夫/前夫
曹安民,曹操,曹安民 历史 结局 : 曹安民 在 此次 战争 中 丧命 后 ， 曹操 并 没有 为 他 的 祭奠 大做文章 ， 而 在 祭奠 典韦 的 时候 却 大为 恸哭 。,人物关系/亲属关系/血亲/自然血亲/叔伯姑舅姨/叔伯
宗悫,宗炳,南朝 宋国 著名 将领 宗悫 （ qu è ） 从小 就 有 雄心壮志 ， 喜欢 舞枪 弄 剑 ， 他 的 叔父 宗炳 问 他 的 志向 ， 他 回答 说 ： “ 愿乘 长风 破 万里 浪 ！ ”,人物关系/亲属关系/血亲/自然血亲/叔伯姑舅姨/叔伯
祖丁,沃甲,沃甲 逝世 ， 立 沃甲 之兄 祖辛 的 儿子 祖丁 ， 这 就是 祖丁 帝 。,人物关系/亲属关系/血亲/自然血亲/叔伯姑舅姨/叔伯
况天涯,况复生,况复生 的 表情 看起来 比 况天涯 还要 难受 的 样子 ， 他 不 想要 世界末日 ， 那 跟 他 奢望 的 未来 不 一样 ， 他 想要 成为 人 慢慢 的 长大 老去 ， 自然 死亡 。,人物关系/亲属关系/血亲/自然血亲/叔伯姑舅姨/叔伯
易继风,易天行,易继风 得 易天行 相助 ， 功力 大进 ， 去 北方 寻找 公主 ， 在 大漠 中 巧遇 少女 赵玉 儿 ， 两人 产生 感情 。,人物关系/亲属关系/血亲/自然血亲/叔伯姑舅姨/叔伯
