LineId,Label,Timestamp,Date,Node,Time,NodeRepeat,Type,Component,Level,Content,EventId,EventTemplate
1259,KERNTERM,1124167519,2005.08.15,R71-M0-NA-C:J12-U11,2005-08-15-21.45.19.228173,R71-M0-NA-C:J12-U11,RAS,KERNEL,FATAL,rts: kernel terminated for reason 1003,E111,rts: kernel terminated for reason <*>
1740,KERNTERM,1131680322,2005.11.10,R63-M0-N6-C:J12-U11,2005-11-10-19.38.42.369022,R63-M0-N6-C:J12-U11,RAS,KERNEL,FATAL,rts: kernel terminated for reason 1004,E111,rts: kernel terminated for reason <*>
1520,KERNTERM,1130529580,2005.10.28,R63-M1-NF-C:J15-U11,2005-10-28-12.59.40.203147,R63-M1-NF-C:J15-U11,RAS,KERNEL,FATAL,rts: kernel terminated for reason 1004,E111,rts: kernel terminated for reason <*>
1757,KERNTERM,1132111168,2005.11.15,R57-M0-NA-C:J13-U11,2005-11-15-19.19.28.379713,R57-M0-NA-C:J13-U11,RAS,KERNEL,FATAL,rts: kernel terminated for reason 1004,E111,rts: kernel terminated for reason <*>
1520,KERNTERM,1130529580,2005.10.28,R63-M1-NF-C:J15-U11,2005-10-28-12.59.40.203147,R63-M1-NF-C:J15-U11,RAS,KERNEL,FATAL,rts: kernel terminated for reason 1004,E111,rts: kernel terminated for reason <*>
1740,KERNTERM,1131680322,2005.11.10,R63-M0-N6-C:J12-U11,2005-11-10-19.38.42.369022,R63-M0-N6-C:J12-U11,RAS,KERNEL,FATAL,rts: kernel terminated for reason 1004,E111,rts: kernel terminated for reason <*>
1748,KERNTERM,1132021523,2005.11.14,R46-M1-NE-C:J14-U11,2005-11-14-18.25.23.269634,R46-M1-NE-C:J14-U11,RAS,KERNEL,FATAL,rts: kernel terminated for reason 1004,E111,rts: kernel terminated for reason <*>
1520,KERNTERM,1130529580,2005.10.28,R63-M1-NF-C:J15-U11,2005-10-28-12.59.40.203147,R63-M1-NF-C:J15-U11,RAS,KERNEL,FATAL,rts: kernel terminated for reason 1004,E111,rts: kernel terminated for reason <*>
1748,KERNTERM,1132021523,2005.11.14,R46-M1-NE-C:J14-U11,2005-11-14-18.25.23.269634,R46-M1-NE-C:J14-U11,RAS,KERNEL,FATAL,rts: kernel terminated for reason 1004,E111,rts: kernel terminated for reason <*>
1990,-,1135579635,2005.12.25,R62-M1-NA-C:J04-U01,2005-12-25-22.47.15.963417,R62-M1-NA-C:J04-U01,RAS,KERNEL,FATAL,fpr29=0xffffffff ffffffff ffffffff ffffffff,E65,fpr29=<*>
1990,-,1135579635,2005.12.25,R62-M1-NA-C:J04-U01,2005-12-25-22.47.15.963417,R62-M1-NA-C:J04-U01,RAS,KERNEL,FATAL,fpr29=0xffffffff ffffffff ffffffff ffffffff,E65,fpr29=<*>
1990,-,1135579635,2005.12.25,R62-M1-NA-C:J04-U01,2005-12-25-22.47.15.963417,R62-M1-NA-C:J04-U01,RAS,KERNEL,FATAL,fpr29=0xffffffff ffffffff ffffffff ffffffff,E65,fpr29=<*>
1990,-,1135579635,2005.12.25,R62-M1-NA-C:J04-U01,2005-12-25-22.47.15.963417,R62-M1-NA-C:J04-U01,RAS,KERNEL,FATAL,fpr29=0xffffffff ffffffff ffffffff ffffffff,E65,fpr29=<*>
1990,-,1135579635,2005.12.25,R62-M1-NA-C:J04-U01,2005-12-25-22.47.15.963417,R62-M1-NA-C:J04-U01,RAS,KERNEL,FATAL,fpr29=0xffffffff ffffffff ffffffff ffffffff,E65,fpr29=<*>
1990,-,1135579635,2005.12.25,R62-M1-NA-C:J04-U01,2005-12-25-22.47.15.963417,R62-M1-NA-C:J04-U01,RAS,KERNEL,FATAL,fpr29=0xffffffff ffffffff ffffffff ffffffff,E65,fpr29=<*>
1990,-,1135579635,2005.12.25,R62-M1-NA-C:J04-U01,2005-12-25-22.47.15.963417,R62-M1-NA-C:J04-U01,RAS,KERNEL,FATAL,fpr29=0xffffffff ffffffff ffffffff ffffffff,E65,fpr29=<*>
1990,-,1135579635,2005.12.25,R62-M1-NA-C:J04-U01,2005-12-25-22.47.15.963417,R62-M1-NA-C:J04-U01,RAS,KERNEL,FATAL,fpr29=0xffffffff ffffffff ffffffff ffffffff,E65,fpr29=<*>
1990,-,1135579635,2005.12.25,R62-M1-NA-C:J04-U01,2005-12-25-22.47.15.963417,R62-M1-NA-C:J04-U01,RAS,KERNEL,FATAL,fpr29=0xffffffff ffffffff ffffffff ffffffff,E65,fpr29=<*>
1990,-,1135579635,2005.12.25,R62-M1-NA-C:J04-U01,2005-12-25-22.47.15.963417,R62-M1-NA-C:J04-U01,RAS,KERNEL,FATAL,fpr29=0xffffffff ffffffff ffffffff ffffffff,E65,fpr29=<*>
1990,-,1135579635,2005.12.25,R62-M1-NA-C:J04-U01,2005-12-25-22.47.15.963417,R62-M1-NA-C:J04-U01,RAS,KERNEL,FATAL,fpr29=0xffffffff ffffffff ffffffff ffffffff,E65,fpr29=<*>
1990,-,1135579635,2005.12.25,R62-M1-NA-C:J04-U01,2005-12-25-22.47.15.963417,R62-M1-NA-C:J04-U01,RAS,KERNEL,FATAL,fpr29=0xffffffff ffffffff ffffffff ffffffff,E65,fpr29=<*>
458,-,1119977619,2005.06.28,R02-M1-NE,2005-06-28-09.53.39.479164,R02-M1-NE,,DISCOVERY,WARNING,Node card is not fully functional,E90,Node card is not fully functional
1228,-,1123609246,2005.08.09,R51-M1-ND,2005-08-09-10.40.46.749252,R51-M1-ND,,DISCOVERY,WARNING,Node card is not fully functional,E90,Node card is not fully functional
458,-,1119977619,2005.06.28,R02-M1-NE,2005-06-28-09.53.39.479164,R02-M1-NE,,DISCOVERY,WARNING,Node card is not fully functional,E90,Node card is not fully functional
1219,-,1123178302,2005.08.04,R06-M1-ND,2005-08-04-10.58.22.010246,R06-M1-ND,,DISCOVERY,WARNING,Node card is not fully functional,E90,Node card is not fully functional
1230,-,1123609997,2005.08.09,R74-M0-N1,2005-08-09-10.53.17.485009,R74-M0-N1,,DISCOVERY,WARNING,Node card is not fully functional,E90,Node card is not fully functional
1228,-,1123609246,2005.08.09,R51-M1-ND,2005-08-09-10.40.46.749252,R51-M1-ND,,DISCOVERY,WARNING,Node card is not fully functional,E90,Node card is not fully functional
1219,-,1123178302,2005.08.04,R06-M1-ND,2005-08-04-10.58.22.010246,R06-M1-ND,,DISCOVERY,WARNING,Node card is not fully functional,E90,Node card is not fully functional
458,-,1119977619,2005.06.28,R02-M1-NE,2005-06-28-09.53.39.479164,R02-M1-NE,,DISCOVERY,WARNING,Node card is not fully functional,E90,Node card is not fully functional
1219,-,1123178302,2005.08.04,R06-M1-ND,2005-08-04-10.58.22.010246,R06-M1-ND,,DISCOVERY,WARNING,Node card is not fully functional,E90,Node card is not fully functional
458,-,1119977619,2005.06.28,R02-M1-NE,2005-06-28-09.53.39.479164,R02-M1-NE,,DISCOVERY,WARNING,Node card is not fully functional,E90,Node card is not fully functional
1228,-,1123609246,2005.08.09,R51-M1-ND,2005-08-09-10.40.46.749252,R51-M1-ND,,DISCOVERY,WARNING,Node card is not fully functional,E90,Node card is not fully functional
621,-,1120889703,2005.07.08,R05-M0-N2,2005-07-08-23.15.03.798449,R05-M0-N2,,DISCOVERY,WARNING,Node card is not fully functional,E90,Node card is not fully functional
1973,APPOUT,1134357549,2005.12.11,R63-M1-N0-I:J18-U11,2005-12-11-19.19.09.737509,R63-M1-N0-I:J18-U11,RAS,APP,FATAL,ciod: LOGIN chdir(/p/gb1/stella/RAPTOR/2183) failed: Input/output error,E36,ciod: LOGIN chdir(<*>) failed: Input/output error
1973,APPOUT,1134357549,2005.12.11,R63-M1-N0-I:J18-U11,2005-12-11-19.19.09.737509,R63-M1-N0-I:J18-U11,RAS,APP,FATAL,ciod: LOGIN chdir(/p/gb1/stella/RAPTOR/2183) failed: Input/output error,E36,ciod: LOGIN chdir(<*>) failed: Input/output error
1973,APPOUT,1134357549,2005.12.11,R63-M1-N0-I:J18-U11,2005-12-11-19.19.09.737509,R63-M1-N0-I:J18-U11,RAS,APP,FATAL,ciod: LOGIN chdir(/p/gb1/stella/RAPTOR/2183) failed: Input/output error,E36,ciod: LOGIN chdir(<*>) failed: Input/output error
1973,APPOUT,1134357549,2005.12.11,R63-M1-N0-I:J18-U11,2005-12-11-19.19.09.737509,R63-M1-N0-I:J18-U11,RAS,APP,FATAL,ciod: LOGIN chdir(/p/gb1/stella/RAPTOR/2183) failed: Input/output error,E36,ciod: LOGIN chdir(<*>) failed: Input/output error
1973,APPOUT,1134357549,2005.12.11,R63-M1-N0-I:J18-U11,2005-12-11-19.19.09.737509,R63-M1-N0-I:J18-U11,RAS,APP,FATAL,ciod: LOGIN chdir(/p/gb1/stella/RAPTOR/2183) failed: Input/output error,E36,ciod: LOGIN chdir(<*>) failed: Input/output error
1973,APPOUT,1134357549,2005.12.11,R63-M1-N0-I:J18-U11,2005-12-11-19.19.09.737509,R63-M1-N0-I:J18-U11,RAS,APP,FATAL,ciod: LOGIN chdir(/p/gb1/stella/RAPTOR/2183) failed: Input/output error,E36,ciod: LOGIN chdir(<*>) failed: Input/output error
1973,APPOUT,1134357549,2005.12.11,R63-M1-N0-I:J18-U11,2005-12-11-19.19.09.737509,R63-M1-N0-I:J18-U11,RAS,APP,FATAL,ciod: LOGIN chdir(/p/gb1/stella/RAPTOR/2183) failed: Input/output error,E36,ciod: LOGIN chdir(<*>) failed: Input/output error
1973,APPOUT,1134357549,2005.12.11,R63-M1-N0-I:J18-U11,2005-12-11-19.19.09.737509,R63-M1-N0-I:J18-U11,RAS,APP,FATAL,ciod: LOGIN chdir(/p/gb1/stella/RAPTOR/2183) failed: Input/output error,E36,ciod: LOGIN chdir(<*>) failed: Input/output error
1973,APPOUT,1134357549,2005.12.11,R63-M1-N0-I:J18-U11,2005-12-11-19.19.09.737509,R63-M1-N0-I:J18-U11,RAS,APP,FATAL,ciod: LOGIN chdir(/p/gb1/stella/RAPTOR/2183) failed: Input/output error,E36,ciod: LOGIN chdir(<*>) failed: Input/output error
1973,APPOUT,1134357549,2005.12.11,R63-M1-N0-I:J18-U11,2005-12-11-19.19.09.737509,R63-M1-N0-I:J18-U11,RAS,APP,FATAL,ciod: LOGIN chdir(/p/gb1/stella/RAPTOR/2183) failed: Input/output error,E36,ciod: LOGIN chdir(<*>) failed: Input/output error
1973,APPOUT,1134357549,2005.12.11,R63-M1-N0-I:J18-U11,2005-12-11-19.19.09.737509,R63-M1-N0-I:J18-U11,RAS,APP,FATAL,ciod: LOGIN chdir(/p/gb1/stella/RAPTOR/2183) failed: Input/output error,E36,ciod: LOGIN chdir(<*>) failed: Input/output error
1973,APPOUT,1134357549,2005.12.11,R63-M1-N0-I:J18-U11,2005-12-11-19.19.09.737509,R63-M1-N0-I:J18-U11,RAS,APP,FATAL,ciod: LOGIN chdir(/p/gb1/stella/RAPTOR/2183) failed: Input/output error,E36,ciod: LOGIN chdir(<*>) failed: Input/output error
165,-,1118699850,2005.06.13,R22-M0-NC-I:J18-U01,2005-06-13-14.57.30.126106,R22-M0-NC-I:J18-U01,RAS,KERNEL,INFO,ciod: Message code 0 is not 51 or 4294967295,E38,ciod: Message code <*> is not <*> or <*>
165,-,1118699850,2005.06.13,R22-M0-NC-I:J18-U01,2005-06-13-14.57.30.126106,R22-M0-NC-I:J18-U01,RAS,KERNEL,INFO,ciod: Message code 0 is not 51 or 4294967295,E38,ciod: Message code <*> is not <*> or <*>
165,-,1118699850,2005.06.13,R22-M0-NC-I:J18-U01,2005-06-13-14.57.30.126106,R22-M0-NC-I:J18-U01,RAS,KERNEL,INFO,ciod: Message code 0 is not 51 or 4294967295,E38,ciod: Message code <*> is not <*> or <*>
165,-,1118699850,2005.06.13,R22-M0-NC-I:J18-U01,2005-06-13-14.57.30.126106,R22-M0-NC-I:J18-U01,RAS,KERNEL,INFO,ciod: Message code 0 is not 51 or 4294967295,E38,ciod: Message code <*> is not <*> or <*>
165,-,1118699850,2005.06.13,R22-M0-NC-I:J18-U01,2005-06-13-14.57.30.126106,R22-M0-NC-I:J18-U01,RAS,KERNEL,INFO,ciod: Message code 0 is not 51 or 4294967295,E38,ciod: Message code <*> is not <*> or <*>
165,-,1118699850,2005.06.13,R22-M0-NC-I:J18-U01,2005-06-13-14.57.30.126106,R22-M0-NC-I:J18-U01,RAS,KERNEL,INFO,ciod: Message code 0 is not 51 or 4294967295,E38,ciod: Message code <*> is not <*> or <*>
165,-,1118699850,2005.06.13,R22-M0-NC-I:J18-U01,2005-06-13-14.57.30.126106,R22-M0-NC-I:J18-U01,RAS,KERNEL,INFO,ciod: Message code 0 is not 51 or 4294967295,E38,ciod: Message code <*> is not <*> or <*>
165,-,1118699850,2005.06.13,R22-M0-NC-I:J18-U01,2005-06-13-14.57.30.126106,R22-M0-NC-I:J18-U01,RAS,KERNEL,INFO,ciod: Message code 0 is not 51 or 4294967295,E38,ciod: Message code <*> is not <*> or <*>
165,-,1118699850,2005.06.13,R22-M0-NC-I:J18-U01,2005-06-13-14.57.30.126106,R22-M0-NC-I:J18-U01,RAS,KERNEL,INFO,ciod: Message code 0 is not 51 or 4294967295,E38,ciod: Message code <*> is not <*> or <*>
165,-,1118699850,2005.06.13,R22-M0-NC-I:J18-U01,2005-06-13-14.57.30.126106,R22-M0-NC-I:J18-U01,RAS,KERNEL,INFO,ciod: Message code 0 is not 51 or 4294967295,E38,ciod: Message code <*> is not <*> or <*>
165,-,1118699850,2005.06.13,R22-M0-NC-I:J18-U01,2005-06-13-14.57.30.126106,R22-M0-NC-I:J18-U01,RAS,KERNEL,INFO,ciod: Message code 0 is not 51 or 4294967295,E38,ciod: Message code <*> is not <*> or <*>
165,-,1118699850,2005.06.13,R22-M0-NC-I:J18-U01,2005-06-13-14.57.30.126106,R22-M0-NC-I:J18-U01,RAS,KERNEL,INFO,ciod: Message code 0 is not 51 or 4294967295,E38,ciod: Message code <*> is not <*> or <*>
1222,-,1123195190,2005.08.04,UNKNOWN_LOCATION,2005-08-04-15.39.50.374720,UNKNOWN_LOCATION,,DISCOVERY,INFO,Ido chip status changed: FF:F2:9F:15:7E:6E:00:0D:60:EA:81:91 ip=10.0.1.155 v=13 t=1 status=M Thu Aug 04 15:31:25 PDT 2005,E73,Ido chip status changed: <*> ip=<*> v=<*> t=<*> status=M <*>
522,-,1120231520,2005.07.01,UNKNOWN_LOCATION,2005-07-01-08.25.20.466953,UNKNOWN_LOCATION,,DISCOVERY,INFO,Ido chip status changed: FF:F2:9F:16:E2:23:00:0D:60:E9:1D:DC ip=10.0.0.151 v=9 t=4 status=M Fri Jul 01 08:16:53 PDT 2005,E73,Ido chip status changed: <*> ip=<*> v=<*> t=<*> status=M <*>
1225,-,1123607801,2005.08.09,UNKNOWN_LOCATION,2005-08-09-10.16.41.431406,UNKNOWN_LOCATION,,DISCOVERY,INFO,Ido chip status changed: FF:F2:9F:16:DC:81:00:0D:60:E9:23:7E ip=10.6.1.207 v=13 t=4 status=M Tue Aug 09 10:08:23 PDT 2005,E73,Ido chip status changed: <*> ip=<*> v=<*> t=<*> status=M <*>
522,-,1120231520,2005.07.01,UNKNOWN_LOCATION,2005-07-01-08.25.20.466953,UNKNOWN_LOCATION,,DISCOVERY,INFO,Ido chip status changed: FF:F2:9F:16:E2:23:00:0D:60:E9:1D:DC ip=10.0.0.151 v=9 t=4 status=M Fri Jul 01 08:16:53 PDT 2005,E73,Ido chip status changed: <*> ip=<*> v=<*> t=<*> status=M <*>
1225,-,1123607801,2005.08.09,UNKNOWN_LOCATION,2005-08-09-10.16.41.431406,UNKNOWN_LOCATION,,DISCOVERY,INFO,Ido chip status changed: FF:F2:9F:16:DC:81:00:0D:60:E9:23:7E ip=10.6.1.207 v=13 t=4 status=M Tue Aug 09 10:08:23 PDT 2005,E73,Ido chip status changed: <*> ip=<*> v=<*> t=<*> status=M <*>
522,-,1120231520,2005.07.01,UNKNOWN_LOCATION,2005-07-01-08.25.20.466953,UNKNOWN_LOCATION,,DISCOVERY,INFO,Ido chip status changed: FF:F2:9F:16:E2:23:00:0D:60:E9:1D:DC ip=10.0.0.151 v=9 t=4 status=M Fri Jul 01 08:16:53 PDT 2005,E73,Ido chip status changed: <*> ip=<*> v=<*> t=<*> status=M <*>
1222,-,1123195190,2005.08.04,UNKNOWN_LOCATION,2005-08-04-15.39.50.374720,UNKNOWN_LOCATION,,DISCOVERY,INFO,Ido chip status changed: FF:F2:9F:15:7E:6E:00:0D:60:EA:81:91 ip=10.0.1.155 v=13 t=1 status=M Thu Aug 04 15:31:25 PDT 2005,E73,Ido chip status changed: <*> ip=<*> v=<*> t=<*> status=M <*>
1222,-,1123195190,2005.08.04,UNKNOWN_LOCATION,2005-08-04-15.39.50.374720,UNKNOWN_LOCATION,,DISCOVERY,INFO,Ido chip status changed: FF:F2:9F:15:7E:6E:00:0D:60:EA:81:91 ip=10.0.1.155 v=13 t=1 status=M Thu Aug 04 15:31:25 PDT 2005,E73,Ido chip status changed: <*> ip=<*> v=<*> t=<*> status=M <*>
1225,-,1123607801,2005.08.09,UNKNOWN_LOCATION,2005-08-09-10.16.41.431406,UNKNOWN_LOCATION,,DISCOVERY,INFO,Ido chip status changed: FF:F2:9F:16:DC:81:00:0D:60:E9:23:7E ip=10.6.1.207 v=13 t=4 status=M Tue Aug 09 10:08:23 PDT 2005,E73,Ido chip status changed: <*> ip=<*> v=<*> t=<*> status=M <*>
1221,-,1123195083,2005.08.04,UNKNOWN_LOCATION,2005-08-04-15.38.03.475517,UNKNOWN_LOCATION,,DISCOVERY,INFO,Ido chip status changed: FF:F2:9F:16:EB:27:00:0D:60:E9:14:D8 ip=10.0.2.192 v=13 t=4 status=M Thu Aug 04 15:29:45 PDT 2005,E73,Ido chip status changed: <*> ip=<*> v=<*> t=<*> status=M <*>
1225,-,1123607801,2005.08.09,UNKNOWN_LOCATION,2005-08-09-10.16.41.431406,UNKNOWN_LOCATION,,DISCOVERY,INFO,Ido chip status changed: FF:F2:9F:16:DC:81:00:0D:60:E9:23:7E ip=10.6.1.207 v=13 t=4 status=M Tue Aug 09 10:08:23 PDT 2005,E73,Ido chip status changed: <*> ip=<*> v=<*> t=<*> status=M <*>
1225,-,1123607801,2005.08.09,UNKNOWN_LOCATION,2005-08-09-10.16.41.431406,UNKNOWN_LOCATION,,DISCOVERY,INFO,Ido chip status changed: FF:F2:9F:16:DC:81:00:0D:60:E9:23:7E ip=10.6.1.207 v=13 t=4 status=M Tue Aug 09 10:08:23 PDT 2005,E73,Ido chip status changed: <*> ip=<*> v=<*> t=<*> status=M <*>
439,-,1119803528,2005.06.26,R05-M0-NE-C:J05-U01,2005-06-26-09.32.08.442047,R05-M0-NE-C:J05-U01,RAS,KERNEL,INFO,data store interrupt caused by icbi.........0,E54,data store interrupt caused by icbi.........<*>
440,-,1119803550,2005.06.26,R35-M0-NB-C:J16-U01,2005-06-26-09.32.30.029388,R35-M0-NB-C:J16-U01,RAS,KERNEL,INFO,data store interrupt caused by icbi.........0,E54,data store interrupt caused by icbi.........<*>
256,-,1118771001,2005.06.14,R25-M0-N8-C:J16-U11,2005-06-14-10.43.21.406138,R25-M0-N8-C:J16-U11,RAS,KERNEL,FATAL,data store interrupt caused by icbi.........0,E54,data store interrupt caused by icbi.........<*>
439,-,1119803528,2005.06.26,R05-M0-NE-C:J05-U01,2005-06-26-09.32.08.442047,R05-M0-NE-C:J05-U01,RAS,KERNEL,INFO,data store interrupt caused by icbi.........0,E54,data store interrupt caused by icbi.........<*>
241,-,1118769991,2005.06.14,R26-M0-NA-C:J04-U11,2005-06-14-10.26.31.242578,R26-M0-NA-C:J04-U11,RAS,KERNEL,FATAL,data store interrupt caused by dcbf.........0,E53,data store interrupt caused by dcbf.........<*>
455,-,1119807491,2005.06.26,R02-M0-N9-C:J06-U01,2005-06-26-10.38.11.390037,R02-M0-N9-C:J06-U01,RAS,KERNEL,INFO,data store interrupt caused by dcbf.........0,E53,data store interrupt caused by dcbf.........<*>
255,-,1118770989,2005.06.14,R21-M1-N4-C:J17-U11,2005-06-14-10.43.09.420211,R21-M1-N4-C:J17-U11,RAS,KERNEL,FATAL,data store interrupt caused by icbi.........0,E54,data store interrupt caused by icbi.........<*>
440,-,1119803550,2005.06.26,R35-M0-NB-C:J16-U01,2005-06-26-09.32.30.029388,R35-M0-NB-C:J16-U01,RAS,KERNEL,INFO,data store interrupt caused by icbi.........0,E54,data store interrupt caused by icbi.........<*>
439,-,1119803528,2005.06.26,R05-M0-NE-C:J05-U01,2005-06-26-09.32.08.442047,R05-M0-NE-C:J05-U01,RAS,KERNEL,INFO,data store interrupt caused by icbi.........0,E54,data store interrupt caused by icbi.........<*>
243,-,1118769997,2005.06.14,R26-M0-N2-C:J05-U01,2005-06-14-10.26.37.865134,R26-M0-N2-C:J05-U01,RAS,KERNEL,FATAL,data store interrupt caused by dcbf.........0,E53,data store interrupt caused by dcbf.........<*>
255,-,1118770989,2005.06.14,R21-M1-N4-C:J17-U11,2005-06-14-10.43.09.420211,R21-M1-N4-C:J17-U11,RAS,KERNEL,FATAL,data store interrupt caused by icbi.........0,E54,data store interrupt caused by icbi.........<*>
439,-,1119803528,2005.06.26,R05-M0-NE-C:J05-U01,2005-06-26-09.32.08.442047,R05-M0-NE-C:J05-U01,RAS,KERNEL,INFO,data store interrupt caused by icbi.........0,E54,data store interrupt caused by icbi.........<*>
1733,-,1131601567,2005.11.09,R51-M1-N4-C:J07-U01,2005-11-09-21.46.07.597381,R51-M1-N4-C:J07-U01,RAS,KERNEL,INFO,5 torus receiver z+ input pipe error(s) (dcr 0x02f0) detected and corrected,E10,<*> torus receiver z+ input pipe error(s) (dcr <*>) detected and corrected
1395,-,1126267442,2005.09.09,R13-M0-N2-C:J09-U01,2005-09-09-05.04.02.346866,R13-M0-N2-C:J09-U01,RAS,KERNEL,INFO,1 torus receiver y+ input pipe error(s) (dcr 0x02ee) detected and corrected,E9,<*> torus receiver y+ input pipe error(s) (dcr <*>) detected and corrected
598,-,1120658382,2005.07.06,R27-M1-N1-C:J02-U11,2005-07-06-06.59.42.777345,R27-M1-N1-C:J02-U11,RAS,KERNEL,INFO,1 torus receiver z+ input pipe error(s) (dcr 0x02f0) detected and corrected,E10,<*> torus receiver z+ input pipe error(s) (dcr <*>) detected and corrected
1733,-,1131601567,2005.11.09,R51-M1-N4-C:J07-U01,2005-11-09-21.46.07.597381,R51-M1-N4-C:J07-U01,RAS,KERNEL,INFO,5 torus receiver z+ input pipe error(s) (dcr 0x02f0) detected and corrected,E10,<*> torus receiver z+ input pipe error(s) (dcr <*>) detected and corrected
1385,-,1125730913,2005.09.03,R06-M1-N6-C:J15-U01,2005-09-03-00.01.53.125988,R06-M1-N6-C:J15-U01,RAS,KERNEL,INFO,1 torus receiver x+ input pipe error(s) (dcr 0x02ec) detected and corrected,E8,<*> torus receiver x+ input pipe error(s) (dcr <*>) detected and corrected
1733,-,1131601567,2005.11.09,R51-M1-N4-C:J07-U01,2005-11-09-21.46.07.597381,R51-M1-N4-C:J07-U01,RAS,KERNEL,INFO,5 torus receiver z+ input pipe error(s) (dcr 0x02f0) detected and corrected,E10,<*> torus receiver z+ input pipe error(s) (dcr <*>) detected and corrected
1395,-,1126267442,2005.09.09,R13-M0-N2-C:J09-U01,2005-09-09-05.04.02.346866,R13-M0-N2-C:J09-U01,RAS,KERNEL,INFO,1 torus receiver y+ input pipe error(s) (dcr 0x02ee) detected and corrected,E9,<*> torus receiver y+ input pipe error(s) (dcr <*>) detected and corrected
1385,-,1125730913,2005.09.03,R06-M1-N6-C:J15-U01,2005-09-03-00.01.53.125988,R06-M1-N6-C:J15-U01,RAS,KERNEL,INFO,1 torus receiver x+ input pipe error(s) (dcr 0x02ec) detected and corrected,E8,<*> torus receiver x+ input pipe error(s) (dcr <*>) detected and corrected
598,-,1120658382,2005.07.06,R27-M1-N1-C:J02-U11,2005-07-06-06.59.42.777345,R27-M1-N1-C:J02-U11,RAS,KERNEL,INFO,1 torus receiver z+ input pipe error(s) (dcr 0x02f0) detected and corrected,E10,<*> torus receiver z+ input pipe error(s) (dcr <*>) detected and corrected
598,-,1120658382,2005.07.06,R27-M1-N1-C:J02-U11,2005-07-06-06.59.42.777345,R27-M1-N1-C:J02-U11,RAS,KERNEL,INFO,1 torus receiver z+ input pipe error(s) (dcr 0x02f0) detected and corrected,E10,<*> torus receiver z+ input pipe error(s) (dcr <*>) detected and corrected
1395,-,1126267442,2005.09.09,R13-M0-N2-C:J09-U01,2005-09-09-05.04.02.346866,R13-M0-N2-C:J09-U01,RAS,KERNEL,INFO,1 torus receiver y+ input pipe error(s) (dcr 0x02ee) detected and corrected,E9,<*> torus receiver y+ input pipe error(s) (dcr <*>) detected and corrected
598,-,1120658382,2005.07.06,R27-M1-N1-C:J02-U11,2005-07-06-06.59.42.777345,R27-M1-N1-C:J02-U11,RAS,KERNEL,INFO,1 torus receiver z+ input pipe error(s) (dcr 0x02f0) detected and corrected,E10,<*> torus receiver z+ input pipe error(s) (dcr <*>) detected and corrected
1448,-,1127264516,2005.09.20,R05-M0-N1-C:J06-U11,2005-09-20-18.01.56.398119,R05-M0-N1-C:J06-U11,RAS,KERNEL,FATAL,rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 81aa0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007,E110,rts: bad message header: expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>
1448,-,1127264516,2005.09.20,R05-M0-N1-C:J06-U11,2005-09-20-18.01.56.398119,R05-M0-N1-C:J06-U11,RAS,KERNEL,FATAL,rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 81aa0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007,E110,rts: bad message header: expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>
1448,-,1127264516,2005.09.20,R05-M0-N1-C:J06-U11,2005-09-20-18.01.56.398119,R05-M0-N1-C:J06-U11,RAS,KERNEL,FATAL,rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 81aa0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007,E110,rts: bad message header: expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>
1448,-,1127264516,2005.09.20,R05-M0-N1-C:J06-U11,2005-09-20-18.01.56.398119,R05-M0-N1-C:J06-U11,RAS,KERNEL,FATAL,rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 81aa0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007,E110,rts: bad message header: expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>
1448,-,1127264516,2005.09.20,R05-M0-N1-C:J06-U11,2005-09-20-18.01.56.398119,R05-M0-N1-C:J06-U11,RAS,KERNEL,FATAL,rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 81aa0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007,E110,rts: bad message header: expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>
