LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate
1751,Jul,7,13:40:30,calvisitor-10-105-160-205,kernel,0,,Bluetooth -- LE is supported - Disable LE meta event,E157,Bluetooth -- LE is supported - Disable LE meta event
357,Jul,3,00:02:22,authorMacBook-Pro,kernel,0,,Bluetooth -- LE is supported - Disable LE meta event,E157,Bluetooth -- LE is supported - Disable LE meta event
1865,Jul,7,19:43:07,calvisitor-10-105-160-85,kernel,0,,full wake promotion (reason 1) 374 ms,E220,full wake promotion (reason <*>) <*> ms
1383,Jul,6,04:33:35,calvisitor-10-105-160-37,kernel,0,,hibernate_teardown completed - discarded 93932,E240,hibernate_teardown completed - discarded <*>
448,Jul,3,09:21:24,authorMacBook-Pro,kernel,0,,hibernate_teardown_pmap_structs done: last_valid_compact_indx 282563,E242,hibernate_teardown_pmap_structs done: last_valid_compact_indx <*>
1971,Jul,8,05:51:55,calvisitor-10-105-162-124,kernel,0,,hibernate_teardown_pmap_structs done: last_valid_compact_indx 315096,E242,hibernate_teardown_pmap_structs done: last_valid_compact_indx <*>
1154,Jul,5,00:29:04,authorMacBook-Pro,com.apple.WebKit.WebContent,35671,,[00:29:04.085] <<<< CRABS >>>> crabsWaitForLoad: [0x7fbc7ac683a0] Wait time out - -1001 (msRequestTimeout -1),E15,[<*>:<*>:<*>.<*>] <<<< CRABS >>>> crabsWaitForLoad: [<*>] Wait time out - <*> (msRequestTimeout <*>)
1591,Jul,7,00:10:01,calvisitor-10-105-162-178,taskgated,273,,"no application identifier provided, can't use provisioning profiles [pid=37563]",E273,"no application identifier provided, can't use provisioning profiles [pid=<*>]"
353,Jul,2,23:35:17,authorMacBook-Pro,syslogd,44,,ASL Sender Statistics,E153,ASL Sender Statistics
1791,Jul,7,14:19:57,calvisitor-10-105-160-205,kernel,0,,in6_unlink_ifa: IPv6 address 0x77c911454f15210b has no prefix,E75,<*>_unlink_ifa: IPv6 address <*> has no prefix
1526,Jul,6,18:22:57,calvisitor-10-105-162-178,AirPlayUIAgent,415,,2017-07-06 06:22:57.163367 PM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,E97,<*>-<*>-<*> <*>:<*>:<*>.<*> PM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification
1526,Jul,6,18:22:57,calvisitor-10-105-162-178,AirPlayUIAgent,415,,2017-07-06 06:22:57.163367 PM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,E97,<*>-<*>-<*> <*>:<*>:<*>.<*> PM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification
1211,Jul,5,11:39:38,authorMacBook-Pro,corecaptured,35877,,CCProfileMonitor::freeResources done,E178,CCProfileMonitor::freeResources done
223,Jul,2,02:32:17,calvisitor-10-105-163-202,kernel,0,,[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- 0x7000,E38,[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- <*>
45,Jul,1,09:33:13,calvisitor-10-105-160-95,kernel,0,,AirPort: Link Up on awdl0,E111,AirPort: Link Up on awdl0
500,Jul,3,13:48:22,calvisitor-10-105-160-237,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 6,E55,<*>::<*> - retries = <*>
323,Jul,2,20:01:48,calvisitor-10-105-163-202,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 5,E55,<*>::<*> - retries = <*>
403,Jul,3,05:30:59,authorMacBook-Pro,kernel,0,,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 5,E55,<*>::<*> - retries = <*>
278,Jul,2,17:13:46,calvisitor-10-105-163-202,com.apple.WebKit.WebContent,32514,,[17:13:46.390] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7f92413e3000) rejecting report of layer being serviced - IQ has not yet begun to update,E16,[<*>:<*>:<*>.<*>] <<<< IQ-CA >>>> piqca_setUsePreQueue: (<*>) rejecting report of layer being serviced - IQ has not yet begun to update
470,Jul,3,11:41:18,authorMacBook-Pro,com.apple.WebKit.WebContent,32778,,[11:41:18.041] <<<< IQ-CA >>>> piqca_setUsePreQueue: (0x7fce16267800) rejecting report of layer being serviced - IQ has not yet begun to update,E16,[<*>:<*>:<*>.<*>] <<<< IQ-CA >>>> piqca_setUsePreQueue: (<*>) rejecting report of layer being serviced - IQ has not yet begun to update
1694,Jul,7,10:31:22,calvisitor-10-105-162-178,kernel,0,,"RTC: Maintenance 2017/7/7 17:31:21, sleep 2017/7/7 17:18:49",E295,"RTC: Maintenance <*>/<*>/<*> <*>:<*>:<*>, sleep <*>/<*>/<*> <*>:<*>:<*>"
1296,Jul,5,17:03:12,airbears2-10-142-108-38,kernel,0,,"ARPT: 728173.580097: wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10",E144,"ARPT: <*>.<*>: wl0: setup_keepalive: interval <*>, retry_interval <*>, retry_count <*>"
180,Jul,1,19:43:22,calvisitor-10-105-160-95,WindowServer,184,,handle_will_sleep_auth_and_shield_windows: Reordering authw 0x7fa823a04400(2004) (lock state: 3),E224,handle_will_sleep_auth_and_shield_windows: Reordering authw <*>(<*>) (lock state: <*>)
653,Jul,3,18:57:57,calvisitor-10-105-162-32,kernel,0,,[HID] [ATC] [Error] AppleDeviceManagementHIDEventService::start Could not make a string from out connection notification key,E32,[HID] [ATC] [Error] AppleDeviceManagementHIDEventService::start Could not make a string from out connection notification key
1809,Jul,7,16:04:22,authorMacBook-Pro,netbiosd,38222,,Unable to start NetBIOS name service:,E326,Unable to start NetBIOS name service:
1809,Jul,7,16:04:22,authorMacBook-Pro,netbiosd,38222,,Unable to start NetBIOS name service:,E326,Unable to start NetBIOS name service:
1312,Jul,5,18:19:59,authorMacBook-Pro,kernel,0,,en0::IO80211Interface::postMessage bssid changed,E56,<*>::<*>::postMessage bssid changed
1574,Jul,6,20:46:03,calvisitor-10-105-162-178,GoogleSoftwareUpdateAgent,37316,,"2017-07-06 20:46:03.869 GoogleSoftwareUpdateAgent[37316/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher start fetch from URL: ""https://tools.google.com/service/update2?cup2hreq=5e15fbe422c816bef7c133cfffdb516e16923579b9be2dfae4d7d8d211b25017&cup2key=7:780377214""",E84,"<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher start fetch from URL: ""<*>"""
1574,Jul,6,20:46:03,calvisitor-10-105-162-178,GoogleSoftwareUpdateAgent,37316,,"2017-07-06 20:46:03.869 GoogleSoftwareUpdateAgent[37316/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher start fetch from URL: ""https://tools.google.com/service/update2?cup2hreq=5e15fbe422c816bef7c133cfffdb516e16923579b9be2dfae4d7d8d211b25017&cup2key=7:780377214""",E84,"<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher start fetch from URL: ""<*>"""
933,Jul,4,12:48:36,calvisitor-10-105-162-105,kernel,0,,"USBMSC Identifier (non-unique): 000000000820 0x5ac 0x8406 0x820, 3",E331,USBMSC Identifier (non-unique): <*>
1432,Jul,6,12:01:16,authorMacBook-Pro,corecaptured,36918,,CCFile::captureLogRun() Exiting CCFile::captureLogRun,E173,CCFile::captureLogRun() Exiting CCFile::captureLogRun
1200,Jul,5,10:52:16,calvisitor-10-105-160-179,GoogleSoftwareUpdateAgent,35861,,2017-07-05 10:52:16.977 GoogleSoftwareUpdateAgent[35861/0x700000323000] [lvl=2] -[KSPrefetchAction performAction] KSPrefetchAction no updates to prefetch.,E87,<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSPrefetchAction performAction] KSPrefetchAction no updates to prefetch.
1706,Jul,7,11:01:11,calvisitor-10-105-162-178,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,E305,send_datagram_available_ping: pid <*> failed to act on a ping it dequeued before timing out.
1719,Jul,7,12:15:59,calvisitor-10-105-162-178,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,E305,send_datagram_available_ping: pid <*> failed to act on a ping it dequeued before timing out.
431,Jul,3,07:33:35,authorMacBook-Pro,kernel,0,,"IOPMrootDomain: idle cancel, state 1",E250,"IOPMrootDomain: idle cancel, state <*>"
1898,Jul,7,21:58:14,calvisitor-10-105-160-85,kernel,0,,"IOPMrootDomain: idle cancel, state 1",E250,"IOPMrootDomain: idle cancel, state <*>"
1898,Jul,7,21:58:14,calvisitor-10-105-160-85,kernel,0,,"IOPMrootDomain: idle cancel, state 1",E250,"IOPMrootDomain: idle cancel, state <*>"
236,Jul,2,12:15:24,authorMacBook-Pro,QQ,10018,,tcp_connection_handle_connect_conditions_bad 19617 failed: 3 - No network route,E318,tcp_connection_handle_connect_conditions_bad <*> failed: <*> - No network route
1956,Jul,8,04:18:45,calvisitor-10-105-161-176,blued,85,,[BluetoothHIDDeviceController]ERROR: Could not find the disconnected object,E25,[BluetoothHIDDeviceController]ERROR: Could not find the disconnected object
1966,Jul,8,05:34:31,calvisitor-10-105-160-181,blued,85,,[BluetoothHIDDeviceController]ERROR: Could not find the disconnected object,E25,[BluetoothHIDDeviceController]ERROR: Could not find the disconnected object
1300,Jul,5,17:22:56,calvisitor-10-105-163-9,configd,53,,"setting hostname to ""calvisitor-10-105-163-9.calvisitor.1918.berkeley.edu""",E311,"setting hostname to ""<*>"""
1480,Jul,6,14:43:22,calvisitor-10-105-162-178,com.apple.AddressBook.InternetAccountsBridge,37051,,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,E202,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:<*> Err:<*> Errno:<*> Operation not permitted
1733,Jul,7,12:24:31,authorMacBook-Pro,corecaptured,38064,,CCFile::captureLog,E167,CCFile::captureLog
1216,Jul,5,11:42:53,calvisitor-10-105-160-226,identityservicesd,272,,<IMMacNotificationCenterManager: 0x7ff1b2d17980>:   DND Enabled: NO,E103,<IMMacNotificationCenterManager: <*>>:   DND Enabled: NO
1216,Jul,5,11:42:53,calvisitor-10-105-160-226,identityservicesd,272,,<IMMacNotificationCenterManager: 0x7ff1b2d17980>:   DND Enabled: NO,E103,<IMMacNotificationCenterManager: <*>>:   DND Enabled: NO
951,Jul,4,14:34:52,calvisitor-10-105-162-105,com.apple.SecurityServer,80,,Session 101921 created,E308,Session <*> created
951,Jul,4,14:34:52,calvisitor-10-105-162-105,com.apple.SecurityServer,80,,Session 101921 created,E308,Session <*> created
924,Jul,4,12:22:18,calvisitor-10-105-162-105,UserEventAgent,43,,extension com.apple.ncplugin.WorldClock -> (null),E215,extension com.apple.ncplugin.WorldClock -> (null)
1524,Jul,6,18:09:02,calvisitor-10-105-162-178,kernel,0,,Sandbox: com.apple.WebKit(9854) deny(1) file-read-data /private/etc/hosts,E297,Sandbox: <*>(<*>) deny(<*>) file-read-data /private/etc/hosts
830,Jul,4,08:20:51,calvisitor-10-105-162-105,kernel,0,,en0: Supported channels 1 2 3 4 5 6 7 8 9 10 11 12 13 36 40 44 48 52 56 60 64 100 104 108 112 116 120 124 128 132 136 140 144 149 153 157 161,E210,en0: Supported channels <*>
1955,Jul,8,04:16:21,calvisitor-10-105-161-176,QQ,10018,,FA||Url||taskID[2019353853] dealloc,E216,FA||Url||taskID[<*>] dealloc
463,Jul,3,11:22:49,authorMacBook-Pro,QQ,10018,,FA||Url||taskID[2019353306] dealloc,E216,FA||Url||taskID[<*>] dealloc
1984,Jul,8,06:26:32,calvisitor-10-105-162-124,GoogleSoftwareUpdateAgent,39159,,2017-07-08 06:26:32.365 GoogleSoftwareUpdateAgent[39159/0x7000002a0000] [lvl=2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] About to run checks for any other apps.,E79,<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] About to run checks for any other apps.
1984,Jul,8,06:26:32,calvisitor-10-105-162-124,GoogleSoftwareUpdateAgent,39159,,2017-07-08 06:26:32.365 GoogleSoftwareUpdateAgent[39159/0x7000002a0000] [lvl=2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] About to run checks for any other apps.,E79,<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] About to run checks for any other apps.
1229,Jul,5,13:44:18,calvisitor-10-105-160-226,com.apple.AddressBook.InternetAccountsBridge,646,,Daemon connection invalidated!,E196,Daemon connection invalidated!
1388,Jul,6,05:04:00,calvisitor-10-105-163-168,kernel,0,,[IOBluetoothHostController::setConfigState] calling registerService,E39,[IOBluetoothHostController::setConfigState] calling registerService
1388,Jul,6,05:04:00,calvisitor-10-105-163-168,kernel,0,,[IOBluetoothHostController::setConfigState] calling registerService,E39,[IOBluetoothHostController::setConfigState] calling registerService
1888,Jul,7,21:24:19,calvisitor-10-105-160-85,WindowServer,184,,CoreAnimation: timed out fence 5fe83,E192,CoreAnimation: timed out fence <*>
1888,Jul,7,21:24:19,calvisitor-10-105-160-85,WindowServer,184,,CoreAnimation: timed out fence 5fe83,E192,CoreAnimation: timed out fence <*>
1909,Jul,7,23:14:23,calvisitor-10-105-160-85,kernel,0,,ARPT: 784117.089800: AirPort_Brcm43xx::powerChange: System Sleep,E126,ARPT: <*>.<*>: AirPort_<*>::powerChange: System Sleep
1991,Jul,8,07:27:17,calvisitor-10-105-162-124,CommCenter,263,,Telling CSI to go low power.,E321,Telling CSI to go low power.
1310,Jul,5,17:39:14,authorMacBook-Pro,sandboxd,129,[10018],QQ(10018) deny mach-lookup com.apple.networking.captivenetworksupport,E51,<*>(<*>) deny mach-lookup com.apple.networking.captivenetworksupport
1310,Jul,5,17:39:14,authorMacBook-Pro,sandboxd,129,[10018],QQ(10018) deny mach-lookup com.apple.networking.captivenetworksupport,E51,<*>(<*>) deny mach-lookup com.apple.networking.captivenetworksupport
1290,Jul,5,16:58:24,airbears2-10-142-108-38,imagent,355,,<IMMacNotificationCenterManager: 0x7fdcc9d16380>: Updating enabled: NO   (Topics: ( )),E106,<IMMacNotificationCenterManager: <*>>: Updating enabled: NO   (Topics: ( ))
1892,Jul,7,21:31:11,calvisitor-10-105-160-85,garcon,38866,,Failed to connect (view) outlet from (NSApplication) to (NSColorPickerGridView): missing setter or instance variable,E218,Failed to connect (view) outlet from (NSApplication) to (NSColorPickerGridView): missing setter or instance variable
613,Jul,3,17:10:11,calvisitor-10-105-160-184,kernel,0,,hibernate image path: /var/vm/sleepimage,E226,hibernate image path: <*>
308,Jul,2,18:40:46,calvisitor-10-105-163-202,kernel,0,,"ARPT: 661856.313502: wl0: MDNS: 0 SRV Recs, 0 TXT Recs",E140,"ARPT: <*>.<*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs"
1325,Jul,5,19:26:27,calvisitor-10-105-160-210,kernel,0,,"ARPT: 728620.515604: wl0: MDNS: 0 SRV Recs, 0 TXT Recs",E140,"ARPT: <*>.<*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs"
1343,Jul,5,23:09:36,calvisitor-10-105-160-22,kernel,0,,"bitmap_size 0x7f0fc, previewSize 0x4028, writing 485676 pages @ 0x97144",E156,"bitmap_size <*>, previewSize <*>, writing <*> pages @ <*>"
659,Jul,3,19:04:48,calvisitor-10-105-162-32,kernel,0,,WARNING: hibernate_page_list_setall skipped 11799 xpmapped pages,E340,WARNING: hibernate_page_list_setall skipped <*> xpmapped pages
970,Jul,4,17:00:00,calvisitor-10-105-162-105,kernel,0,,kern_open_file_for_direct_io took 6 ms,E254,kern_open_file_for_direct_io took <*> ms
932,Jul,4,12:35:33,calvisitor-10-105-162-105,AddressBookSourceSync,34888,,-[SOAPParser:0x7fc7025b2810 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),E47,-[SOAPParser:<*> parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid)
1944,Jul,8,04:13:32,calvisitor-10-105-162-228,kernel,0,,Wake reason: ARPT (Network),E336,Wake reason: ARPT (Network)
663,Jul,3,19:04:48,calvisitor-10-105-162-32,kernel,0,,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- 0x5fd0 -- 0x9a00 -- 0xc800 ****,E6,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- <*> -- <*> -- <*> ****
663,Jul,3,19:04:48,calvisitor-10-105-162-32,kernel,0,,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- 0x5fd0 -- 0x9a00 -- 0xc800 ****,E6,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- <*> -- <*> -- <*> ****
973,Jul,4,17:13:03,calvisitor-10-105-162-105,sharingd,30299,,17:13:03.545 : Starting AirDrop server for user 501 on wake,E72,<*>:<*>:<*>.<*> : Starting AirDrop server for user <*> on wake
856,Jul,4,09:42:57,calvisitor-10-105-162-105,GoogleSoftwareUpdateAgent,34603,,"2017-07-04 09:42:57.924 GoogleSoftwareUpdateAgent[34603/0x700000323000] [lvl=2] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/GoogleSoftwareUpdateDaemon' with the requirement 'anchor apple generic and certificate 1[field.1.2.840.113635.100.6.2.6] exists and certificate leaf[field.1.2.840.113635.100.6.1.13] exists and certificate leaf[subject.OU]=""EQHXZ8M8AV"" and (identifier=""com.google.Keystone"")'",E91,"<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/GoogleSoftwareUpdateDaemon' with the requirement 'anchor apple generic and certificate <*>[field.<*>.<*>] exists and certificate leaf[field.<*>.<*>] exists and certificate leaf[subject.OU]=""<*>"" and (identifier=""com.google.Keystone"")'"
752,Jul,4,03:27:06,airbears2-10-142-110-255,kernel,0,,ARPT: 698596.169927: wl0: setup_keepalive: Local IP: 10.142.110.255,E145,ARPT: <*>.<*>: wl0: setup_keepalive: Local IP: <*>
728,Jul,4,01:37:37,airbears2-10-142-110-255,kernel,0,,ARPT: 698150.103985: wl0: setup_keepalive: Remote IP: 17.249.12.144,E147,ARPT: <*>.<*>: wl0: setup_keepalive: Remote IP: <*>
1708,Jul,7,11:28:11,calvisitor-10-105-162-178,com.apple.ncplugin.weather,37956,,Error in CoreDragRemoveTrackingHandler: -1856,E213,Error in CoreDragRemoveTrackingHandler: <*>
1708,Jul,7,11:28:11,calvisitor-10-105-162-178,com.apple.ncplugin.weather,37956,,Error in CoreDragRemoveTrackingHandler: -1856,E213,Error in CoreDragRemoveTrackingHandler: <*>
959,Jul,4,15:35:04,calvisitor-10-105-162-105,quicklookd,35049,,Error returned from iconservicesagent: (null),E214,Error returned from iconservicesagent: (null)
1881,Jul,7,21:01:22,calvisitor-10-105-160-85,quicklookd,38603,,Error returned from iconservicesagent: (null),E214,Error returned from iconservicesagent: (null)
1874,Jul,7,20:39:28,calvisitor-10-105-160-85,com.apple.WebKit.Networking,9854,,"NSURLSession/NSURLConnection HTTP load failed (kCFStreamErrorDomainSSL, -9806)",E275,"NSURLSession/NSURLConnection HTTP load failed (kCFStreamErrorDomainSSL, <*>)"
1582,Jul,6,22:33:18,calvisitor-10-105-162-178,CalendarAgent,279,,"[com.apple.calendar.store.log.caldav.queue] [Account refresh failed with error: Error Domain=CoreDAVHTTPStatusErrorDomain Code=502 ""(null)"" UserInfo={AccountName=163, CalDAVErrFromRefresh=YES, CoreDAVHTTPHeaders=<CFBasicHash 0x7fa11fe7a810 [0x7fff7abc1440]>{type = immutable dict, count = 5, entries => 0 : Connection = <CFString 0x7fff7ab1aea0 [0x7fff7abc1440]>{contents = ""keep-alive""} 3 : Content-Type = text/html 4 : Content-Length = 166 5 : Server = nginx 6 : Date = <CFString 0x7fa11ac2ab80 [0x7fff7abc1440]>{contents = ""Fri, 07 Jul 2017 05:32:43 GMT""} } }]",E30,"[com.apple.calendar.store.log.caldav.queue] [Account refresh failed with error: Error Domain=CoreDAVHTTPStatusErrorDomain Code=<*> ""(null)"" UserInfo={AccountName=<*>, CalDAVErrFromRefresh=YES, CoreDAVHTTPHeaders=<CFBasicHash <*> [<*>]>{type = immutable dict, count = <*>, entries => <*> : Connection = <CFString <*> [<*>]>{contents = ""keep-alive""} <*> : Content-Type = text/html <*> : Content-Length = <*> <*> : Server = nginx <*> : Date = <CFString <*> [<*>]>{contents = ""<*> <*> <*>:<*>:<*> GMT""} } }]"
362,Jul,3,00:41:11,authorMacBook-Pro,syslogd,44,,"Configuration Notice: ASL Module ""com.apple.performance"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",E190,"Configuration Notice: ASL Module ""<*>"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database."
362,Jul,3,00:41:11,authorMacBook-Pro,syslogd,44,,"Configuration Notice: ASL Module ""com.apple.performance"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",E190,"Configuration Notice: ASL Module ""<*>"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database."
386,Jul,3,03:31:43,authorMacBook-Pro,kernel,0,,AppleCamIn::wakeEventHandlerThread,E121,AppleCamIn::wakeEventHandlerThread
422,Jul,3,06:57:52,authorMacBook-Pro,sharingd,30299,,06:57:52.002 : Purged contact hashes,E69,<*>:<*>:<*>.<*> : Purged contact hashes
1259,Jul,5,15:55:35,calvisitor-10-105-162-98,kernel,0,,AppleActuatorDevice::stop Entered,E114,AppleActuatorDevice::stop Entered
1259,Jul,5,15:55:35,calvisitor-10-105-162-98,kernel,0,,AppleActuatorDevice::stop Entered,E114,AppleActuatorDevice::stop Entered
1587,Jul,6,23:33:55,calvisitor-10-105-162-178,SpotlightNetHelper,352,,"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data",E183,"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data"
1214,Jul,5,11:42:05,calvisitor-10-105-160-226,Mail,11203,,tcp_connection_destination_perform_socket_connect 44073 connectx to 123.125.50.30:143@0 failed: [50] Network is down,E316,tcp_connection_destination_perform_socket_connect <*> connectx to <*>:<*>@<*> failed: [<*>] Network is down
1311,Jul,5,18:19:59,authorMacBook-Pro,configd,53,,"arp_client_transmit(en0) failed, Network is down (50)",E123,"arp_client_transmit(<*>) failed, Network is down (<*>)"
1986,Jul,8,06:46:42,calvisitor-10-105-162-124,WeChat,24144,,"Arranged view frame: {{0, 0}, {260, 877}}",E152,"Arranged view frame: {{<*>, <*>}, {<*>, <*>}}"
393,Jul,3,04:08:14,authorMacBook-Pro,kernel,0,,ARPT: 672487.663921: wl0: MDNS: IPV6 Addr: 2607:f140:400:a01b:c6b3:1ff:fecd:467f,E142,ARPT: <*>.<*>: wl0: MDNS: IPV6 Addr: <*>
1367,Jul,6,02:32:06,calvisitor-10-105-163-28,kernel,0,,BuildActDeviceEntry enter,E159,BuildActDeviceEntry enter
676,Jul,3,19:46:35,authorMacBook-Pro,kernel,0,,BuildActDeviceEntry enter,E159,BuildActDeviceEntry enter
1198,Jul,5,10:52:15,calvisitor-10-105-160-179,GoogleSoftwareUpdateAgent,35861,,"2017-07-05 10:52:15.982 GoogleSoftwareUpdateAgent[35861/0x700000323000] [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ""https://tools.google.com/service/update2?cup2hreq=d297a7e5b56d6bd4faa75860fff6e485c301bf4e943a561afff6c8b3707ce948&cup2key=7:2988503627""",E85,"<*>-<*>-<*> <*>:<*>:<*>.<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ""<*>"""
1780,Jul,7,13:48:29,authorMacBook-Pro,cdpd,11807,,Saw change in network reachability (isReachable=2),E301,Saw change in network reachability (isReachable=<*>)
1273,Jul,5,16:12:52,authorMacBook-Pro,cdpd,11807,,Saw change in network reachability (isReachable=0),E301,Saw change in network reachability (isReachable=<*>)
1731,Jul,7,12:24:29,authorMacBook-Pro,corecaptured,38064,,"CCFile::copyFile fileName is [2017-07-07_12,24,25.108710]-io80211Family-007.pcapng, source path:/var/log/CoreCapture/com.apple.iokit.IO80211Family/IO80211AWDLPeerManager//[2017-07-07_12,24,25.108710]-io80211Family-007.pcapng, dest path:/Library/Logs/CrashReporter/CoreCapture/com.apple.iokit.IO80211Family/[2017-07-07_12,24,29.298901]=AuthFail:sts:5_rsn:0/IO80211AWDLPeerManager//[2017-07-07_12,24,25.108710]-io80211Family-007.pcapng",E174,"CCFile::copyFile fileName is [<*>-<*>-<*>_<*>,<*>,<*>.<*>]-<*>, source path:<*>, dest path:<*>"
402,Jul,3,05:19:07,authorMacBook-Pro,kernel,0,,"ARPT: 672663.206073: wl0: wl_update_tcpkeep_seq: Original Seq: 2185760336, Ack: 2085655440, Win size: 4096",E149,"ARPT: <*>.<*>: wl0: wl_update_tcpkeep_seq: Original Seq: <*>, Ack: <*>, Win size: <*>"
1532,Jul,6,18:37:20,calvisitor-10-105-162-178,kernel,0,,full wake request (reason 2) 30914 ms,E221,full wake request (reason <*>) <*> ms
1335,Jul,5,21:48:33,calvisitor-10-105-162-81,blued,85,,[BluetoothHIDDeviceController] EventServiceConnectedCallback,E23,[BluetoothHIDDeviceController] EventServiceConnectedCallback
662,Jul,3,19:04:48,calvisitor-10-105-162-32,blued,85,,[BluetoothHIDDeviceController] EventServiceConnectedCallback,E23,[BluetoothHIDDeviceController] EventServiceConnectedCallback
174,Jul,1,14:52:03,calvisitor-10-105-160-95,blued,85,,[BluetoothHIDDeviceController] EventServiceDisconnectedCallback,E24,[BluetoothHIDDeviceController] EventServiceDisconnectedCallback
1391,Jul,6,08:32:37,authorMacBook-Pro,kernel,0,,[HID] [MT] AppleMultitouchDevice::start entered,E35,[HID] [MT] AppleMultitouchDevice::start entered
1946,Jul,8,04:13:32,calvisitor-10-105-162-228,kernel,0,,[HID] [MT] AppleActuatorHIDEventDriver::start entered,E34,[HID] [MT] AppleActuatorHIDEventDriver::start entered
588,Jul,3,16:27:10,authorMacBook-Pro,corecaptured,33544,,"doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IOReporters/[2017-07-03_16,27,09.307937] - AuthFail:sts:5_rsn:0.xml",E204,doSaveChannels@<*>: Will write to: <*>
